m_H^v,m_A^v,m_L^v,share_H,share_L,share_A,mean_c_T,mean_v_T,mean_cumulative_u,regime,seconds
1.0,0.25,0.0,0.81146,0.0,0.18854,0.952983412009642,0.9358864709288975,643.5874493569318,mostly H,11.393109334000087
1.0,0.3,0.0,0.79412,0.0,0.20588,0.9411815313607031,0.9251401308277073,644.5643629496906,mixed H/A,11.07460387499998
1.0,0.35,0.0,0.77325,0.0,0.22675,0.9257559514731842,0.9122570335625473,645.7481251323173,mixed H/A,11.250938915999996
1.0,0.4,0.0,0.74521,0.0,0.25479,0.8955803553859982,0.8860876604227539,647.3833611746023,mixed H/A,11.392012875000091
1.0,0.45,0.0,0.70498,0.0,0.29502,0.8541205000448795,0.8541205000448795,649.4574990643591,mixed H/A,11.464701249999962
1.0,0.5,0.0,0.63954,0.0,0.36046,0.7975266617587906,0.815933328869963,652.1847797742976,mixed H/A,11.411825416000056
1.0,0.55,0.0,0.0,0.0,1.0,0.44999999999718276,0.5499999999943653,664.8381735195923,mostly A,11.965228165999974
1.0,0.6,0.0,0.0,0.0,1.0,0.44999999999718276,0.5999999999929573,674.7806684252805,mostly A,11.947684333000097
1.0,0.65,0.0,0.0,0.0,1.0,0.44999999999718276,0.6499999999915486,684.7231633309689,mostly A,11.94204645800005
1.0,0.7,0.0,0.0,0.0,1.0,0.44999999999718276,0.6999999999901398,694.6656582366575,mostly A,11.558991041000013
1.0,0.75,0.0,0.0,0.0,1.0,0.44999999999718276,0.7499999999887313,704.6081531423458,mostly A,11.705794374999982
1.0,0.8,0.0,0.0,0.0,1.0,0.44999999999718276,0.7999999999873226,714.5506480480343,mostly A,11.705007292000005
1.0,0.85,0.0,0.0,0.0,1.0,0.44999999999718276,0.8499999999859139,724.493142953723,mostly A,11.716941540999983
1.0,0.9,0.0,0.0,0.0,1.0,0.44999999999718276,0.8999999999845052,734.4356378594115,mostly A,11.416614499999923
1.0,0.95,0.0,0.0,0.0,1.0,0.44999999999718276,0.9499999999830966,744.3781327651,mostly A,9.18498954200004
1.0,1.0,0.0,0.0,0.0,1.0,0.44999999999718276,0.9999999999816879,754.3206276707882,mostly A,8.637716957999942
